,word,attr,trans,marktimes,lasttime,have_learn
3708,ruin,v.,破坏，毁灭,0,0,0
3709,ruins,n.,废墟，遗迹,0,0,0
3710,rumble,v.,发出低沉的隆隆声,0,0,0
3711,rupture,n./v.,断裂，断绝,0,0,0
3712,rural,adj.,农村的，乡下的，田园的,-1,2020-08-14,0
3713,urban,adj.,都市的,0,0,0
3714,rust,n.,锈，生锈,0,0,0
3715,rustic,adj.,乡村的，乡下风格的,0,0,0
3716,rustproof,adj.,不锈的,0,0,0
3717,sac,n.,（生物）囊，液囊,0,0,0
3718,sack,n.,袋，麻袋,0,2020-08-13,0
3719,knapsack,n.,(用的帆布或皮制的)背包,0,0,0
3720,sacred,adj.,宗教的；祭祀的,0,0,0
3721,saddle,n.,鞍子，马鞍,0,0,0
3722,saga,n.,英雄传奇,0,0,0
3723,sake,n.,缘故；原因,0,0,0
3724,salient,adj.,显著的，突出的,0,0,0
3725,saline,adj.,含盐的，咸的,0,0,0
3726,saliva,n.,口水，唾液,0,0,0
3727,salinity,n.,盐分，盐度,0,0,0
3728,saltiness,n.,盐度,0,0,0
3729,desalination,n.,脱盐作用,0,0,0
3730,sample,n.,范例，样品,0,0,0
3731,sanctimonious,adj.,假装神圣的，伪装虔诚的,0,0,0
3732,sanction,n.,制裁,0,0,0
3733,sanctuary,n.,避难所；动物保护区,0,0,0
3734,sandy,adj.,沙的，多沙的,0,0,0
3735,sanitation,n.,（公共、环境）卫生，卫生设施,0,0,0
3736,sanitary,adj.,（有关）卫生的,0,0,0
3737,sap,n.,树液，汁液,0,0,0
3738,sapphire,n.,蓝宝石,0,0,0
3739,sarcastic,adj.,讽刺的，挖苦的,0,0,0
3740,satire,n.,讽刺；讽刺文学,0,0,0
3741,satiric,adj.,讽刺的，挖苦的,0,0,0
3742,satirist,n.,讽刺作家,0,0,0
3743,satisfactory,adj.,令人满意的，符合要求的,0,0,0
3744,unsatisfactory,adj.,令人不满意的,0,0,0
3745,saturate,vt.,浸透，使湿透,0,0,0
3746,saucer,n.,茶碟，垫盘,0,0,0
3747,save,vt.,拯救；保留,0,0,0
3748,savings,n.,储蓄，存款,0,0,0
3749,scale,vt.,攀登,0,0,0
3750,scaled,adj.,有鳞状斑点的，有鳞的,0,0,0
3751,upscale,adj.,高消费阶层的,0,0,0
3752,scan,vt.,扫描；细看，审视,0,0,0
3753,scapegoat,n.,替罪羊，代人受过的人,0,0,0
3754,scarce,adj.,缺乏的，稀有的，罕见的,0,0,0
3755,scarcely,adv.,几乎不，简直没有,0,0,0
3756,scare,vt.,惊吓，使受惊,0,0,0
3757,scarlet,adj.,猩红的，鲜红的,0,0,0
3758,scatter,vt.,使分散，扩散,0,0,0
3759,scavenger,n.,清道夫，食腐动物,0,0,0
3760,scene,n.,地点，现场；景色,0,0,0
3761,scenery,n.,风景，景色,0,0,0
3762,scenic,adj.,风景如画的,0,0,0
3763,scent,n.,气味；香味,0,0,0
3764,ascent,n.,上升，攀登,0,0,0
3765,descent,n.,降下，降落；世系，血统,0,0,0
3766,quiescent,adj.,静止的,0,0,0
3767,adolescent,n.,青少年,0,0,0
3768,schedule,n.,时间表；计划表,0,0,0
3769,scheme,n.,方案,0,0,0
3770,scholar,n.,学者,0,0,0
3771,scholarship,n.,奖学金,0,0,0
3772,scholarly,adj.,学者气质的，学术的,0,0,0
3773,scissors,n.,剪刀,0,0,0
3774,scope,n.,范围，界限,0,0,0
3775,microscope,n.,显微镜,0,0,0
3776,telescope,n.,望远镜,0,0,0
3777,score,n.,分数，得分；刻痕，划痕,0,0,0
3778,scotch,v.,镇压，粉碎,0,0,0
3779,Scotch,adj.,苏格兰的,0,0,0
3780,scour,vt.,冲刷，擦掉,0,0,0
3781,scout,n.,侦察；侦察员,0,0,0
3782,scramble,vt.,搅乱，使混杂,0,0,0
3783,amble,vi.,缓行，漫步,0,0,0
3784,scrap,n.,废料，残余物,0,0,0
3785,scrape,n.,刮，擦；擦痕,0,0,0
3786,scraping,n.,刮削下的碎屑,0,0,0
3787,scratch,vt.,搔，抓，擦,0,0,0
3788,screen,n.,屏幕,0,0,0
3789,screw,n.,螺旋，螺钉,0,0,0
3790,screwdriver,n.,螺丝刀,0,0,0
3791,scruple,n.,踌躇；顾忌,0,0,0
3792,scrupulously,adv.,小心翼翼地,0,0,0
3793,unscrupulously,adv.,肆无忌惮地，无道德的,0,0,0
3794,scuba,n.,水中呼吸器,0,0,0
3795,sculpture,n.,雕塑；雕刻品,0,0,0
3796,sculpt,vt.,雕刻，造型,0,0,0
3797,sculptor,n.,雕刻家,0,0,0
3798,sculptural,adj.,雕刻的，雕刻般的,0,0,0
3799,cucumber,n.,黄瓜,0,0,0
3800,seam,n.,接缝，缝合线,0,0,0
3801,seamen,n.,海员,0,0,0
3802,seabed,n.,海底，海床,0,0,0
3803,seamount,n.,海底山,0,0,0
3804,seaport,n.,海港，港口,0,0,0
3805,seashore,n.,海岸，海滨,0,0,0
3806,seaweed,n.,海草，海藻,0,0,0
3807,seasoning,n.,调味品，调料,0,0,0
3808,seasonal,adj.,季节的，季节性的,0,0,0
3809,unseasonably,adv.,不合时令地，不合时宜地,0,0,0
3810,seclusion,n.,独处，隐居,0,0,0
3811,seclude,vt.,使隔离，使孤立,0,0,0
3812,secondary,adj.,中级的,0,0,0
3813,secrete,vt.,分泌；隐匿，使隐秘,0,0,0
3814,secretin,n.,分泌素,0,0,0
3815,oversecretion,n.,分泌过多,0,0,0
3816,secret,n.,秘密,0,0,0
3817,sect,n.,宗派，教派,0,0,0
3818,sector,n.,扇形面；地区,0,0,0
3819,section,n.,部分，节,0,0,0
3820,sectional,adj.,部分的，部门的,0,0,0
3821,subsection,n.,分部，分段,0,0,0
3822,intersected,adj.,分割的,0,0,0
3823,secular,adj.,世俗的，尘世的,0,0,0
3824,secure,vt.,使安全，保卫,0,0,0
3825,security,n.,安全,0,0,0
3826,sedentary,adj.,（人或动物）土生的，不迁徙的,0,0,0
3827,sediment,n.,沉积物，沉淀物,0,0,0
3828,sedimentary,adj.,沉积的，沉淀性的,0,0,0
3829,seduce,vt.,勾引，诱惑,0,0,0
3830,seemingly,adv.,表面上，似乎,0,0,0
3831,segment,n.,部分；片断,0,0,0
3832,segregate,vt.,分离，隔离,0,0,0
3833,seismic,adj.,地震的；由地震引起的,0,0,0
3834,seismology,n.,地震学,0,0,0
3835,seismograph,n.,地震仪,0,0,0
3836,self-sufficient,adj.,自给自足的,0,0,0
3837,semimolten,adj.,半熔化的,0,0,0
3838,semester,n.,学期,0,0,0
3839,senator,n.,参议员,0,0,0
3840,sensational,adj.,极好的，绝妙的；引起轰动的,0,0,0
3841,sensation,n.,感觉，知觉,0,0,0
3842,sensible,adj.,明智的，合理的,0,0,0
3843,sensibility,n.,敏感性，感性,0,0,0
3844,sensitive,adj.,灵敏的,0,0,0
3845,sensitivity,n.,敏感,0,0,0
3846,hypersensitive,adj.,非常敏感的,0,0,0
3847,sensory,adj.,感觉的，感官的,0,0,0
3848,sentimentalize,v.,伤感,0,0,0
3849,sentimentalism,n.,感情主意，感情用事,0,0,0
3850,sequence,n.,序列；顺序,0,0,0
3851,consequence,n.,结果,0,0,0
3852,serene,adj.,平静的，安详的,0,0,0
3853,serious,adj.,严肃的，认真的,0,0,0
3854,seriously,adv.,认真地；庄重地,0,0,0
3855,serrated,adj.,锯齿状的,0,0,0
3856,setting,n.,背景，环境；装置,0,0,0
3857,sewerage,n.,排水系统,0,0,0
3858,sewer,n.,下水道；裁缝师,0,0,0
3859,shade,n.,阴，阴凉处；阴影,0,0,0
3860,lampshade,n.,灯罩,0,0,0
3861,shaft,n.,杆状物，轴,0,0,0
3862,shallow,adj.,浅的,0,0,0
3863,sharpen,vt.,消尖；使敏锐，使敏捷,0,0,0
3864,sharply,adv.,突然地，猛烈地,0,0,0
3865,shatter,v.,使粉碎，破碎,0,0,0
3866,shear,v.,剪，修剪，剪切,0,0,0
3867,sheath,n.,鞘，外壳,0,0,0
3868,shed,vt.,脱落，蜕,0,0,0
3869,sheer,adj.,陡峭的,0,0,0
3870,shell,n.,壳,0,0,0
3871,eggshell,n.,蛋壳,0,0,0
3872,shellfish,n.,贝，有壳的水生动物,0,0,0
3873,shelter,n.,掩蔽处；庇护所,0,0,0
3874,sheltered,adj.,遮蔽的,0,0,0
3875,shepherd,n.,牧羊人；牧羊犬,0,0,0
3876,shield,v.,庇护，保护,0,0,0
3877,shift,v.,移动，改变位置或方向,0,0,0
3878,shifting,adj.,变动的；运动的,0,0,0
3879,shine,vi.,照耀，发光,0,0,0
3880,shining,adj.,发亮的，华丽的,0,0,0
3881,shiny,adj.,有光泽的，发光的,0,0,0
3882,sunshine,n.,阳光,0,0,0
3883,shipment,n.,装运；装载的货物,0,0,0
3884,shipwright,n.,造船工人,0,0,0
3885,wright,n.,建造者，制造者,0,0,0
3886,playwright,n.,剧作家,0,0,0
3887,shock,n.,震动，震惊,0,0,0
3888,shocking,adj.,骇人听闻的,0,0,0
3889,shocked,adj.,震惊的，震撼的,0,0,0
3890,shortcut,n.,捷径,0,0,0
3891,short-range,adj.,近程的,0,0,0
3892,shot,n.,照相，照片,0,0,0
3893,shrink,vi.,收缩，缩小,0,0,0
3894,shrinkage,n.,收缩,0,0,0
3895,shrivel,v.,（使）枯萎,0,0,0
3896,shrub,n.,灌木；灌木丛,0,0,0
3897,shuffle,vt.,洗牌,0,0,0
3898,shutter,n.,(pl)百叶窗,0,0,0
3899,shuttle,n.,梭子；往返汽车,0,0,0
3900,shy,adj.,害羞的；胆小的,0,0,0
3901,shyness,n.,羞怯，胆怯,0,0,0
3902,flashy,adj.,浮华的,0,0,0
3903,marshy,adj.,沼泽般的，湿软的,0,0,0
3904,sick,adj.,不舒服的，有病的；恶心的,0,0,0
3905,homesick,adj.,思家的，思乡病的,0,0,0
3906,airsickness,n.,晕机,0,0,0
3907,sickness,n.,疾病；呕吐,0,0,0
3908,sidestep,v.,横跨一步躲闪；回避(困难),0,0,0
3909,sideways,adv.,向一旁，向侧面地,0,0,0
3910,significant,adj.,有意义的；重要的，重大的,0,0,0
3911,significance,n.,意义，含义；重要性,0,0,0
3912,signify,vt.,表示，意味,0,0,0
3913,silica,n.,硅石，硅土,0,0,0
3914,silicate,n.,[化]硅酸盐,0,0,0
3915,silly,adj.,愚蠢的；糊涂的；傻的,0,0,0
3916,silt,n.,淤泥,0,0,0
3917,silversmith,n.,银器匠,0,0,0
3918,blacksmith,n.,铁匠,0,0,0
3919,simplicity,n.,简单；朴素,0,0,0
3920,simulate,vt.,模拟，模仿,0,0,0
3921,sinuous,adj.,蜿蜒的，迂回的,0,0,0
3922,skeleton,n.,骨架；纲要,0,0,0
3923,skeptical,adj.,怀疑的；多疑的,0,0,0
3924,skepticism,n.,怀疑,0,0,0
3925,sketch,n.,草图；素描,0,0,0
3926,skimp,v.,节省，节俭；吝啬,0,0,0
3927,skip,v.,跳,0,0,0
3928,skull,n.,头骨,0,0,0
3929,skyrocket,vi.,猛涨，突增,0,0,0
3930,skyscraper,n.,摩天大楼,0,0,0
3931,slab,n.,（四边形的厚物质）板，片,0,0,0
3932,slander,n./v.,诽谤,0,0,0
3933,slash,vt.,大量消减,0,0,0
3934,slender,adj.,苗条的；纤细的,0,0,0
3935,slice,n.,薄片；部分，份,0,0,0
3936,slide,v.,（使）滑动，（使）滑行,0,0,0
3937,landslide,n.,[地]山崩,0,0,0
3938,slight,adj.,轻微的；微小的，微不足道的,0,0,0
3939,slightly,adv.,些微地,0,0,0
3940,slime,n.,黏土；黏液,0,0,0
3941,slimy,adj.,黏糊糊的；（分泌）黏液的,0,0,0
3942,slip,n.,片，纸片,0,0,0
3943,slipper,n.,拖鞋,0,0,0
3944,slippery,adj.,（物体表面）滑的，光滑的,0,0,0
3945,slope,n.,斜坡，斜面,0,0,0
3946,sloping,adj.,倾斜的，有坡度的,0,0,0
3947,sloth,n.,树懒；怠惰，懒惰,0,0,0
3948,slothful,adj.,迟钝的，懒惰的,0,0,0
3949,sluggish,adj.,行动迟缓的；不活泼的,0,0,0
3950,slum,n.,贫民窟,0,0,0
3951,slumber,n.,睡眠,0,0,0
3952,smart,adj.,巧妙的，聪明的,0,0,0
3953,smelting,n.,冶炼,0,0,0
3954,smog,n.,烟雾,0,0,0
3955,smoothly,adv.,平稳地；顺利地,0,0,0
3956,smother,vt.,使窒息,0,0,0
3957,smuggle,vt.,走私,0,0,0
3958,snap,v.,突然折断,0,0,0
3959,snippet,adj.,小片，片段；摘录,0,0,0
3960,snowflake,n.,雪花,0,0,0
3961,snug,adj.,温暖舒适的,0,0,0
3962,sociable,adj.,好交际的，友善的,0,0,0
3963,solar,adj.,太阳的,0,0,0
3964,solder,vt.,焊接，焊在一起,0,0,0
3965,soldier,n.,军人，士兵,0,0,0
3966,sole,adj.,单独的，惟一的,0,0,0
3967,solely,adv.,独自地，单独地,0,0,0
3968,solemn,adj.,严肃的；庄严的，隆重的,0,0,0
3969,solicit,vt.,恳求，乞求,0,0,0
3970,solicitor,n.,律师，法律顾问,0,0,0
3971,solidarity,n.,团结，团结一致,0,0,0
3972,solidify,vt.,使凝结，使团结，使巩固,0,0,0
3973,solitary,adj.,孤独的；独居的,0,0,0
3974,solitude,n.,孤独；独处,0,0,0
3975,solo,n.,独奏曲,0,0,0
3976,soloist,n.,独奏者，独唱者,0,0,0
3977,soluble,adj.,可溶的，可溶解的,0,0,0
3978,solution,n.,解答，解决,0,0,0
3979,resolution,n.,分辨率,0,0,0
3980,somewhat,adv.,稍微，有点,0,0,0
3981,soothe,vt.,使（某人情绪）平静，安慰；使（痛苦，疼痛）缓和或减轻,0,0,0
3982,sophisticated,adj.,(事物)复杂的；(人)久经事故的,0,0,0
3983,sophistication,n.,老练；精致复杂,0,0,0
3984,sort,n./v.,种类，分类,0,0,0
3985,soundproof,vt.,使隔音,0,0,0
3986,sour,adj.,酸的,0,0,0
3987,souvenir,n.,纪念品,0,0,0
3988,sovereignty,n.,主权，统治权,0,0,0
3989,sovereign,n.,君主；统治,0,0,0
3990,sow,vt.,播种,0,0,0
3991,soybean,n.,大豆,0,0,0
3992,bean,n.,豆子,0,0,0
3993,soy,n.,大豆,0,0,0
3994,spaceship,n.,宇宙飞船,0,0,0
3995,spacecraft,n.,宇宙飞船,0,0,0
3996,spacious,adj.,广大的，宽敞的,0,0,0
3997,span,n.,跨度；一段时间,0,0,0
3998,spangle,v.,（使）闪烁,0,0,0
3999,spanking,adj.,强烈的，疾行的,0,0,0
4000,wingspan,n.,[空]翼展,0,0,0
4001,spare,adj.,多余的，备用的,0,0,0
4002,sparingly,adv.,节俭地，保守地,0,0,0
4003,sparrow,n.,麻雀,0,0,0
4004,spark,n.,火花，火星,0,0,0
4005,sparse,adj.,稀少的；稀疏的,0,0,0
4006,sparsely,adv.,稀疏地，稀少地,0,0,0
4007,spawn,v.,产卵，大量生育,0,0,0
4008,specialized,adj.,专业的，专门的,0,0,0
4009,species,n.,类群，种类,0,0,0
4010,subspecies,n.,[生]亚种,0,0,0
4011,specify,vt.,明确说明；具体指定,0,0,0
4012,specified,adj.,特定的,0,0,0
4013,specific,adj.,具体的，特指的,0,0,0
4014,specification,n.,规格，详细说明书,0,0,0
4015,specimen,n.,标本，样品,0,0,0
4016,speck,n.,斑点,0,0,0
4017,spectacle,n.,奇观；展示，景象,-1,2020-08-13,0
4018,spectacular,adj.,引人入胜的，壮观的,0,0,0
4019,spectacularly,adv.,引人入胜地,0,0,0
4020,spectator,n.,参观者，观众,0,0,0
4021,spectrum,n.,谱，光谱,0,0,0
4022,spectra,n.,光谱,0,0,0
4023,speculate,v.,推测；沉思,0,0,0
4024,speedy,adj.,快的，迅速的,0,0,0
4025,sphere,n.,球体,0,0,0
4026,spherical,adj.,球的，球状的,0,0,0
4027,hemisphere,n.,半球,0,0,0
4028,chromosphere,n.,色球,0,0,0
4029,magnetosphere,n.,磁气圈,0,0,0
4030,lithosphere,n.,[地]岩石圈,0,0,0
4031,photosphere,n.,光球,0,0,0
4032,ionosphere,n.,电离层,0,0,0
4033,spill,vi.,溢出,0,0,0
4034,pill,n.,药丸,0,0,0
4035,spine,n.,脊骨；书脊；刺,0,0,0
4036,spinal,adj.,脊骨的，脊髓的,0,0,0
4037,spined,adj.,有脊骨的，有脊柱的,0,0,0
4038,spiny,adj.,多刺的，刺状的,0,0,0
4039,spinet,n.,小型立式钢琴,0,0,0
4040,spinach,n.,菠菜,0,0,0
4041,spinning,adj.,旋转的,0,0,0
4042,spiral,adj.,螺旋形的，盘旋的,0,0,0
4043,spiritual,adj.,精神上的,0,0,0
4044,splash,v.,溅，泼,0,0,0
4045,splendor,n.,壮丽，辉煌,0,0,0
4046,split,v.,劈开，（使）裂开；分开,0,0,0
4047,spoil,v.,损坏；腐烂,0,0,0
4048,spoilage,n.,（食物等）变质，损坏,0,0,0
4049,unspoiled,adj.,未损坏的,0,0,0
4050,despoiler,n.,掠夺者,0,0,0
4051,sponge,n.,海绵,0,0,0
4052,spontaneous,adj.,自发的，自然产生的,0,0,0
4053,spontaneity,n.,自然，自发,0,0,0
4054,spoon,n.,匙，勺子,0,0,0
4055,spot,n.,地点，场所,0,0,0
4056,spotless,adj.,没有污点的,0,0,0
4057,highlight,vt.,使显著，突出,0,0,0
4058,sprawl,vi.,散乱地延伸,0,0,0
4059,spray,n.,喷雾，飞沫,0,0,0
4060,spring,n.,泉；弹簧,0,0,0
4061,springtime,n.,春天，春季,0,0,0
4062,springwater,n.,天然泉水,0,0,0
4063,mainspring,n.,(钟表的)主发条,0,0,0
4064,sprout,vi.,长出，萌芽,0,0,0
4065,spur,n.,踢马刺,0,0,0
4066,squarely,adv.,坚实的，坚固地,0,0,0
4067,squash,n.,南瓜,0,0,0
4068,squeeze,vt.,榨；挤进，塞进,0,0,0
4069,squirrel,n.,松鼠,0,0,0
4070,squirt,vi.,喷出，溅进,0,0,0
4071,stable,adj.,稳定的，相对固定的,0,0,0
4072,stability,n.,稳定性,0,0,0
4073,stabilize,vt.,使稳定，使坚固,0,0,0
4074,stack,vt.,堆积,0,0,0
4075,staff,n.,全体人员或职员,0,0,0
4076,stagecoach,n.,公共马车,0,0,0
4077,coach,n.,教练,0,0,0
4078,stagger,vi.,蹒跚，摇晃,0,0,0
4079,staggering,adj.,巨大的，惊人的,0,0,0
4080,stain,n.,污点，瑕疵,0,0,0
4081,stained,adj.,污染的，玷污的,0,0,0
4082,sustain,vt.,支撑；维持，持续,0,0,0
4083,staircase,n.,楼梯,0,0,0
4084,stalk,vt.,隐伏跟踪（猎物）,0,0,0
4085,stamina,n.,体力，耐力,0,0,0
4086,stand,vt.,站立；忍受，容忍,0,0,0
4087,withstand,vt.,抵挡，经受住,0,0,0
4088,standpoint,n.,立场，观点,0,0,0
4089,newsstand,n.,报摊，杂志摊,0,0,0
4090,standard,n./adj.,标准（的）,0,0,0
4091,standardize,vt.,使符合标准，使标准化,0,0,0
4092,standardized,adj.,标准化的,0,0,0
4093,standing,adj.,固定的，常设的,0,0,0
4094,long-standing,adj.,长期存在的,0,0,0
4095,outstanding,adj.,杰出的，显著的,0,0,0
4096,stanza,n.,（诗）节，段,0,0,0
4097,staple,n.,主要产品，日常必需品,0,0,0
4098,starch,n.,淀粉；淀粉食物,0,0,0
4099,stardom,n.,明星的身份或地位,0,0,0
4100,starfish,n.,海星,0,0,0
4101,stark,adj.,光秃秃的；荒凉的,0,0,0
4102,starve,v.,挨饿,0,0,0
4103,starvation,n.,饥饿，饿死,0,0,0
4104,stash,vt.,藏或贮存于一秘密处所,0,0,0
4105,stately,adj.,庄严的，堂皇的,0,0,0
4106,stationary,adj.,固定的；静止的,0,0,0
4107,stationery,n.,文具,0,0,0
4108,statistics,n.,统计学,0,0,0
4109,statue,n.,雕像,0,0,0
4110,stature,n.,身高，身材；声望，地位,0,0,0
4111,status,n.,状况；身份，地位,0,0,0
4112,steadfast,adj.,坚定的，坚信的,0,0,0
4113,steady,adj.,稳的，牢固的,0,0,0
4114,steep,adj.,险峻的，陡峭的,0,0,0
4115,steer,v.,驾驶，掌舵,0,0,0
4116,stellar,adj.,星的，星球的,0,0,0
4117,interstellar,adj.,星际的,0,0,0
4118,stem,n.,（植物的）茎,0,0,0
4119,sterile,adj.,贫瘠的；不育的,0,0,0
4120,stern,adj.,苛刻的，严格的；严厉的,0,0,0
4121,stick,n.,棍，棒；手杖,0,0,0
4122,sticky,adj.,粘的，粘性的,0,0,0
4123,matchstick,n.,火柴杆,0,0,0
4124,stickpin,n.,领带夹,0,0,0
4125,stiff,adj.,硬的，僵直的,0,0,0
4126,stiffen,vt.,使硬，使僵硬,0,0,0
4127,stifle,vt.,使窒息；扼杀，抑制,0,0,0
4128,stimulate,vt.,刺激，激励，激发,0,0,0
4129,stimulation,n.,激励，鼓舞，刺激,0,0,0
4130,stimulus,n.,刺激；刺激物,0,0,0
4131,stimuli,n.,stimulus复数,0,0,0
4132,stimulant,n.,刺激物，兴奋剂,0,0,0
4133,sting,v.,刺；刺痛,0,0,0
4134,stipend,n.,薪贴；奖学金；养老金,0,0,0
4135,stipulate,vt.,约定，规定,0,0,0
4136,stipulation,n.,规定，条款,0,0,0
4137,stitch,v.,缝,0,0,0
4138,stocky,adj.,(人或动物)矮而结实的，粗壮的,0,0,0
4139,stonemason,n.,石工，石匠,0,0,0
4140,stout,adj.,结实的，勇敢坚定的,0,0,0
4141,strain,n.,过度的疲劳，紧张,0,0,0
4142,constrain,vt.,抑制，拘束,0,0,0
4143,constraint,n.,约束，强制,0,0,0
4144,restraint,n.,抑制，克制,0,0,0
4145,unrestrained,adj.,无限制的,0,0,0
4146,strand,n.,绳、线之一股,0,0,0
4147,strap,n.,带，皮带,0,0,0
4148,strata,n.,地层（复数）,0,0,0
4149,stratum,n.,地层（单数）；阶层,0,0,0
4150,strengthen,vt.,加强，巩固,0,0,0
4151,strenuous,adj.,费力的；艰辛的,0,0,0
4152,strenuously,adv.,奋发地，费力地,0,0,0
4153,stretch,v.,伸展，伸长,0,0,0
4154,stride,n.,大步，一跨步,0,0,0
4155,strike,n./v.,罢工，打击,0,0,0
4156,striking,adj.,醒目的，惊人的,0,0,0
4157,string,n.,（乐器的）弦；细绳，带子,0,0,0
4158,strings,n.,弦乐器,0,0,0
4159,stringent,adj.,严厉的,0,0,0
4160,strip,vt.,剥夺；剥掉,0,0,0
4161,stripe,n.,斑纹，条纹,0,0,0
4162,strive,vi.,努力，奋斗；力求,0,0,0
4163,stroke,n.,（绘画等）一笔；一击,0,0,0
4164,stubborn,adj.,顽固的，固执的,0,0,0
4165,stubbornness,n.,倔强，顽强,0,0,0
4166,studio,n.,录音室；艺术家工作室,0,0,0
4167,stumble,vi.,绊倒,0,0,0
4168,stunning,adj.,令人惊叹的，极好的,0,0,0
4169,stun,vt.,使晕倒，打晕；使震惊,0,0,0
4170,stunt,n.,惊人表演，绝技；特技,0,0,0
4171,sturdy,adj.,(人)强健的，结实的；(物)稳固的,0,0,0
4172,stylized,adj.,风格化的，程式化的,0,0,0
4173,subduct,v.,减去，除去,0,0,0
4174,subjected,adj.,服从的，隶属的,0,0,0
4175,submarine,n.,潜水艇，潜艇,0,0,0
4176,submerge,v.,（使）沉没，淹没,0,0,0
4177,submerged,adj.,在水中的，淹没的,0,0,0
4178,submit,v.,服从,0,0,0
4179,subsequent,adj.,随后的，后来的,0,0,0
4180,subsequently,adv.,随后,0,0,0
4181,subside,v.,平息，减退,0,0,0
4182,subsidiary,n.,支流；子公司,0,0,0
4183,subsidize,v.,补助，资助,0,0,0
4184,subsidy,n.,补助金，津贴,0,0,0
4185,subsist,vi.,生存，存在，供养,0,0,0
4186,subsistence,n.,生存；生计；存活,0,0,0
4187,substantial,adj.,相当的，可观的,0,0,0
4188,substantially,adv.,相当多地，大大地,0,0,0
4189,substantiate,vt.,证实，加强,0,0,0
4190,unsubstantiated,adj.,未被证实的,0,0,0
4191,substantive,adj.,真实的，有实质的,0,0,0
4192,substitute,vt.,代替,0,0,0
4193,subterranean,adj.,地下的，地表下的,0,0,0
4194,subtle,adj.,微妙的，细微的,0,0,0
4195,subtraction,n.,减少,0,0,0
4196,subtractive,adj.,减法的；负的,0,0,0
4197,suburb,n.,郊区,0,0,0
4198,suburbanization,n.,近郊化，郊区建造,0,0,0
4199,suburbanite,n.,郊区居民,0,0,0
4200,subversive,adj.,颠覆性的，破坏性的,0,0,0
4201,successive,adj.,连续的，相继的,0,0,0
4202,succinct,adj.,简明的，简洁的,0,0,0
4203,succumb,vi.,屈服，屈从,0,0,0
4204,sue,v.,向…请求，请愿,0,0,0
4205,pursue,vt.,追赶，追踪；从事,0,0,0
4206,tissue,n.,薄的纱织品；薄纸，棉纸；组织,0,0,0
4207,sufficient,adj.,足够的，充足的,0,0,0
4208,insufficient,adj.,不足的，不够的,0,0,0
4209,suit,vt.,适合，适应,0,0,0
4210,suited,adj.,适合的，匹配的,0,0,0
4211,suitable,adj.,适当的，相配的,0,0,0
4212,suite,n.,一批，一套，组,0,0,0
4213,lawsuit,n.,诉讼(尤指非刑事案件),0,0,0
4214,summit,n.,山顶，顶点,0,0,0
4215,sumptuous,adj.,奢侈的，华丽的,0,0,0
4216,sunlight,n.,日光，阳光,0,0,0
4217,sunshine,n.,阳光,0,0,0
4218,sunflower,n.,向日葵,0,0,0
4219,sunrise,n.,日出,0,0,0
4220,sunset,n.,日落,0,0,0
4221,sunglasses,n.,太阳镜；墨镜,0,0,0
4222,superb,adj.,极好的，超级的,0,0,0
4223,superficial,adj.,肤浅的，表面（上）的,0,0,0
4224,superficially,adv.,浅薄地,0,0,0
4225,superintendent,n.,主管，负责人,0,0,0
4226,superior,adj.,级别或地位更高的；质量或价值更好的,0,0,0
4227,supernatural,adj.,超自然的，神奇的,0,0,0
4228,supervise,vt.,监督，指导,0,0,0
4229,supervision,n.,监督，管理,0,0,0
4230,supervisor,n.,主管，管理人,0,0,0
4231,supplant,vt.,排挤；取代,0,0,0
4232,supple,adj.,柔软的，灵活的；柔顺的,0,0,0
4233,supplement,vt.,增补，补充,0,0,0
4234,supplementary,adj.,补充的,0,0,0
4235,supplementation,n.,增补，补充,0,0,0
4236,suppose,vt.,推想，假设,0,0,0
4237,supposedly,adv.,按说，应该i,0,0,0
4238,supposition,n.,假定,0,0,0
4239,suppress,vt.,镇压，抑制,0,0,0
4240,supreme,adj.,(权力、级别或地位)至高的；最重要的,0,0,0
4241,supremely,adv.,无上地，崇高地,0,0,0
4242,supremacy,n.,至高无上的权力,0,0,0
4243,surcharge,n.,增付的费用，附加费,0,0,0
4244,surface,n./adj.,表面（的）,0,0,0
4245,surge,n.,汹涌，澎湃，喷发,0,0,0
4246,surging,n.,汹涌,0,0,0
4247,surgeon,n.,外科医生,0,0,0
4248,surgery,n.,外科；手术室,0,0,0
4249,surmount,vt.,克服；登上；越过,0,0,0
4250,surpass,vt.,超越，胜过,0,0,0
4251,surpassingly,adv.,卓越地，超群地,0,0,0
4252,surplus,n.,过剩，剩余（物资）,0,0,0
4253,survey,n./v.,调查,0,0,0
4254,survive,vi.,"(人)幸免于难,活下来；(物)耐久",0,0,0
4255,survival,n.,生存，幸存,0,0,0
4256,survivor,n.,生还者，残存物,0,0,0
4257,survivability,n.,存活率，生命力,0,0,0
4258,susceptible,adj.,易受影响的；敏感的，过敏的,0,0,0
4259,suspect,adj.,令人怀疑的，不可信的,0,0,0
4260,suspend,vt.,吊，悬挂,0,0,0
4261,suspender,n.,吊裤带,0,0,0
4262,suspense,n.,悬念，情节,0,0,0
4263,suspicious,adj.,可疑的；好猜疑的,0,0,0
4264,suspicion,n.,怀疑,0,0,0
4265,sustain,vt.,维持；支撑,0,0,0
4266,sustained,adj.,持续不变的,0,0,0
4267,sustenance,n.,食物，生计,0,0,0
